ANONYMIZED BUSINESS,QUANTITY,VALUE
Business-e1b9,19,12650.0
Business-2eb6,5,12640.0
Business-8346,10,12635.0
Business-fe23,14,12590.0
Business-cf0c,8,12550.0
Business-dee6,8,12524.0
Business-a81b,25,12511.0
Business-37a9,9,12510.0
Business-a63b,7,12490.0
Business-6725,5,12470.0
Business-ea84,19,12455.0
Business-b43c,5,12435.0
Business-b050,10,12430.0
Business-a7d3,19,12425.0
Business-f444,2,12405.0
Business-96c9,8,12385.0
Business-bce9,8,12385.0
Business-e7fe,2,12367.0
Business-5a47,6,12350.0
Business-c07e,15,12340.0
Business-c69f,12,12340.0
Business-3244,2,12320.0
Business-1b0f,4,12315.0
Business-0937,3,12290.0
Business-6254,9,12286.0
Business-680e,14,12270.0
Business-c9bf,11,12264.0
Business-93a5,11,12260.0
Business-1e9e,5,12240.0
Business-36e7,25,12230.0
Business-b6c2,7,12200.0
Business-9718,6,12195.0
Business-3ea2,4,12170.0
Business-e7d6,5,12150.0
Business-41eb,33,12145.0
Business-408e,8,12120.0
Business-163b,3,12116.0
Business-caf2,19,12100.0
Business-838c,3,12100.0
Business-7020,6,12096.0
Business-32c2,9,12030.0
Business-3655,40,12020.0
Business-c10d,7,12010.0
Business-5483,14,12010.0
Business-595e,4,12000.0
Business-4372,17,11996.0
Business-4d6c,19,11990.0
Business-cd58,12,11990.0
Business-2e78,71,11975.0
Business-0dd3,10,11970.0
Business-3fbd,7,11960.0
Business-3f8b,5,11950.0
Business-0860,10,11950.0
Business-7ce8,10,11944.0
Business-0285,5,11940.0
Business-fc11,4,11940.0
Business-4214,5,11940.0
Business-49e8,6,11930.0
Business-66c8,30,11905.0
Business-47c5,9,11900.0
Business-1d6e,12,11880.0
Business-248c,21,11870.0
Business-750d,21,11865.0
Business-9813,10,11853.0
Business-70e8,2,11840.0
Business-2b98,3,11820.0
Business-2735,2,11810.0
Business-b68f,5,11800.0
Business-632b,5,11790.0
Business-6fa4,7,11770.0
Business-6a85,6,11765.0
Business-7a00,3,11746.0
Business-2ab2,13,11740.0
Business-6897,60,11740.0
Business-7ab1,12,11730.0
Business-9e50,8,11715.0
Business-261d,6,11715.0
Business-6417,10,11695.0
Business-f022,7,11670.0
Business-1b21,13,11665.0
Business-ef35,6,11655.0
Business-b72e,3,11650.0
Business-1fe5,12,11646.0
Business-e5e2,10,11616.0
Business-a9ab,3,11610.0
Business-f4b0,7,11580.0
Business-803c,6,11580.0
Business-f655,4,11570.0
Business-280a,23,11568.0
Business-d8b6,8,11565.0
Business-6f10,8,11555.0
Business-aa79,3,11500.0
Business-ea71,12,11478.0
Business-6556,10,11470.0
Business-54a9,12,11455.0
Business-19d7,18,11430.0
Business-aa3d,54,11420.0
Business-d870,3,11420.0
Business-cfe4,6,11395.0
Business-7d11,3,11390.0
Business-5b0f,7,11385.0
Business-5948,12,11370.0
Business-cd67,4,11355.0
Business-1654,4,11350.0
Business-447a,2,11340.0
Business-2504,8,11335.0
Business-95ab,9,11320.0
Business-2af9,5,11320.0
Business-377a,5,11315.0
Business-35ca,23,11300.0
Business-775f,12,11285.0
Business-8db8,9,11265.0
Business-8940,7,11250.0
Business-05dc,8,11220.0
Business-0086,6,11200.0
Business-791b,6,11195.0
Business-766b,4,11185.0
Business-58e3,2,11180.0
Business-b5b5,22,11180.0
Business-85dd,9,11170.0
Business-adbe,17,11160.0
Business-e802,4,11155.0
Business-b7e3,2,11135.0
Business-a002,4,11110.0
Business-868e,18,11104.0
Business-7094,3,11085.0
Business-7af9,2,11081.0
Business-d89d,9,11080.0
Business-8429,7,11080.0
Business-f251,7,11055.0
Business-0f9a,3,11050.0
Business-4298,6,11045.0
Business-bbf6,4,11031.0
Business-168d,5,11030.0
Business-3334,18,11015.0
Business-e79b,7,11010.0
Business-bfaa,15,11005.0
Business-abfe,2,11000.0
Business-c2e8,42,10999.0
Business-44a4,18,10985.0
Business-1dd4,25,10980.0
Business-ed1b,8,10970.0
Business-d820,7,10940.0
Business-9383,19,10931.0
Business-96c3,8,10930.0
Business-fa2b,15,10890.0
Business-8a17,5,10880.0
Business-7983,10,10870.0
Business-37d3,2,10840.0
Business-63dd,6,10790.0
Business-adc9,75,10761.0
Business-500d,25,10725.0
Business-12aa,23,10715.0
Business-4b92,7,10710.0
Business-f159,43,10700.0
Business-cf88,5,10695.0
Business-ef27,4,10681.0
Business-77d0,4,10640.0
Business-f286,10,10625.0
Business-0be1,109,10590.0
Business-fce9,5,10565.0
Business-04fc,6,10555.0
Business-8fb0,7,10550.0
Business-1192,5,10535.0
Business-b774,50,10525.0
Business-c7ae,4,10505.0
Business-9256,27,10490.0
Business-290c,8,10480.0
Business-739f,3,10470.0
Business-8baf,38,10465.0
Business-0000,8,10445.0
Business-e57b,6,10405.0
Business-3fd4,9,10400.0
Business-6d99,15,10376.0
Business-18c3,6,10345.0
Business-b4ed,4,10340.0
Business-21a0,6,10340.0
Business-9ba4,2,10320.0
Business-2e74,2,10310.0
Business-f8d3,3,10310.0
Business-bf92,13,10295.0
Business-c00a,44,10280.0
Business-096c,8,10280.0
Business-2acd,4,10270.0
Business-7627,15,10230.0
Business-19f7,4,10220.0
Business-2e60,5,10220.0
Business-0c62,19,10215.0
Business-6371,12,10170.0
Business-17eb,6,10165.0
Business-4fd6,9,10130.0
Business-0325,8,10107.0
Business-7d80,6,10105.0
Business-34b3,7,10075.0
Business-d814,4,10070.0
Business-fa23,6,10060.0
Business-41f7,4,10050.0
Business-82e9,13,10040.0
Business-7aa8,4,10035.0
Business-5a91,48,10000.0
Business-29be,5,10000.0
Business-8dac,7,9975.0
Business-429f,35,9965.0
Business-89de,12,9945.0
Business-ea7a,4,9940.0
Business-3c97,5,9934.0
Business-047d,2,9920.0
Business-0348,2,9915.0
Business-2149,6,9905.0
Business-ffae,6,9890.0
Business-7d09,45,9870.0
Business-d463,13,9850.0
Business-7bd2,4,9850.0
Business-7e89,2,9840.0
Business-140e,2,9820.0
Business-c99d,2,9820.0
Business-c0f0,2,9820.0
Business-a92a,3,9820.0
Business-e7b5,8,9810.0
Business-1297,4,9805.0
Business-651a,5,9800.0
Business-5aaf,6,9795.0
Business-509c,2,9770.0
Business-b85d,2,9760.0
Business-4196,4,9738.0
Business-c18e,6,9730.0
Business-ee65,5,9720.0
Business-268f,5,9720.0
Business-2dc4,11,9710.0
Business-2592,9,9705.0
Business-c699,6,9690.0
Business-b77a,6,9690.0
Business-492a,10,9679.0
Business-f529,3,9678.0
Business-4c46,36,9670.0
Business-7a5d,22,9668.0
Business-5200,7,9660.0
Business-dc3b,5,9655.0
Business-5777,5,9650.0
Business-7f9f,2,9650.0
Business-7ce1,4,9640.0
Business-189e,2,9640.0
Business-067e,7,9635.0
Business-585e,7,9630.0
Business-b301,10,9600.0
Business-d168,7,9590.0
Business-9279,6,9570.0
Business-45b4,5,9570.0
Business-817d,30,9525.0
Business-1200,28,9525.0
Business-cfbc,6,9520.0
Business-c04f,2,9520.0
Business-8a4f,18,9510.0
Business-ce34,11,9505.0
Business-2688,7,9500.0
Business-a76a,7,9490.0
Business-d218,3,9488.0
Business-7029,7,9470.0
Business-92b6,10,9425.0
Business-a4b5,6,9380.0
Business-41e7,2,9370.0
Business-9fba,5,9365.0
Business-c6c2,3,9360.0
Business-dbdd,10,9345.0
Business-7de7,5,9340.0
Business-651c,3,9320.0
Business-49a5,6,9300.0
Business-0940,4,9290.0
Business-1885,6,9280.0
Business-3e9b,10,9245.0
Business-4165,9,9240.0
Business-c082,5,9230.0
Business-e6b9,39,9210.0
Business-6a2f,4,9210.0
Business-c1f7,15,9200.0
Business-2235,14,9180.0
Business-4fd5,3,9170.0
Business-88e8,13,9165.0
Business-fa2a,5,9150.0
Business-26b2,4,9130.0
Business-366f,4,9125.0
Business-3058,4,9120.0
Business-bffa,4,9110.0
Business-323f,4,9075.0
Business-5bd2,4,9075.0
Business-0162,8,9065.0
Business-b92c,9,9055.0
Business-7ab8,7,9025.0
Business-57e3,3,8980.0
Business-b779,4,8955.0
Business-6ea4,17,8950.0
Business-e0cd,5,8950.0
Business-60fe,6,8925.0
Business-865c,8,8920.0
Business-0de1,19,8920.0
Business-f325,14,8890.0
Business-289a,5,8888.0
Business-7405,5,8885.0
Business-c6be,5,8871.0
Business-b35e,5,8870.0
Business-843e,6,8865.0
Business-11bf,7,8860.0
Business-8d75,10,8850.0
Business-e930,10,8850.0
Business-f9aa,11,8840.0
Business-54fa,3,8830.0
Business-83c1,8,8830.0
Business-fac8,9,8810.0
Business-4e7f,4,8805.0
Business-8360,2,8805.0
Business-e3e6,9,8800.0
Business-dbbc,6,8795.0
Business-5fbd,7,8790.0
Business-019e,4,8785.0
Business-a225,12,8780.0
Business-6554,4,8770.0
Business-6aea,4,8765.0
Business-71e2,6,8765.0
Business-a9c4,17,8753.0
Business-3598,28,8745.0
Business-3d70,4,8740.0
Business-8dd9,7,8735.0
Business-3de4,40,8725.0
Business-d55f,4,8685.0
Business-7d5a,23,8680.0
Business-324f,6,8670.0
Business-2be1,5,8666.0
Business-5c8b,2,8665.0
Business-d288,12,8660.0
Business-6b55,11,8650.0
Business-b1cc,30,8650.0
Business-e635,6,8640.0
Business-3c3c,25,8625.0
Business-94de,12,8620.0
Business-78f3,14,8605.0
Business-9f90,4,8600.0
Business-4c82,29,8590.0
Business-26fc,5,8585.0
Business-eaa9,5,8580.0
Business-3266,5,8575.0
Business-ec25,3,8570.0
Business-fc37,9,8570.0
Business-ec46,21,8560.0
Business-f656,7,8540.0
Business-fee4,4,8520.0
Business-5a76,2,8520.0
Business-3129,6,8510.0
Business-496a,6,8510.0
Business-9a87,20,8500.0
Business-6338,10,8492.0
Business-575f,4,8485.0
Business-892a,5,8485.0
Business-1e5b,5,8480.0
Business-96c6,10,8452.0
Business-9741,10,8450.0
Business-f753,4,8440.0
Business-3b67,6,8440.0
Business-3345,4,8430.0
Business-c866,3,8425.0
Business-1a70,6,8420.0
Business-eae3,3,8415.0
Business-a8ff,2,8400.0
Business-3047,10,8398.0
Business-e27c,2,8380.0
Business-fcca,6,8370.0
Business-13e1,4,8365.0
Business-bba7,32,8360.0
Business-f0d6,7,8358.0
Business-6956,12,8340.0
Business-b07b,2,8330.0
Business-cb0e,2,8320.0
Business-5457,3,8320.0
Business-0a7b,11,8304.0
Business-810a,3,8300.0
Business-c12a,17,8290.0
Business-89ab,28,8270.0
Business-bfb4,7,8265.0
Business-a91e,7,8230.0
Business-b5ce,3,8230.0
Business-0ad3,17,8215.0
Business-5035,6,8210.0
Business-0bfe,3,8200.0
Business-f551,6,8195.0
Business-e48b,25,8180.0
Business-e1b6,8,8175.0
Business-8576,3,8173.0
Business-9b7b,14,8170.0
Business-ed9b,4,8166.0
Business-3937,6,8160.0
Business-ac0d,7,8160.0
Business-88fe,3,8160.0
Business-71c0,5,8159.0
Business-de1c,16,8155.0
Business-f5a5,16,8150.0
Business-567e,7,8150.0
Business-10aa,48,8145.0
Business-1cdc,18,8125.0
Business-4129,6,8115.0
Business-3814,8,8115.0
Business-2164,3,8115.0
Business-6fb7,6,8110.0
Business-ce57,4,8105.0
Business-ee3b,5,8095.0
Business-e706,3,8095.0
Business-8a86,4,8090.0
Business-cf28,23,8090.0
Business-6cc6,4,8075.0
Business-e1ee,4,8070.0
Business-2ae7,3,8065.0
Business-7545,3,8060.0
Business-7c94,23,8056.0
Business-d60b,9,8050.0
Business-5425,2,8040.0
Business-04d8,4,8025.0
Business-d6e3,4,8025.0
Business-32dd,3,8025.0
Business-01a0,5,8005.0
Business-7621,2,8001.0
Business-8eaa,4,7980.0
Business-5233,3,7955.0
Business-371d,3,7955.0
Business-f7ff,23,7950.0
Business-9725,3,7950.0
Business-e88f,3,7950.0
Business-f673,2,7945.0
Business-d5f8,5,7926.0
Business-7362,3,7910.0
Business-1dfe,7,7910.0
Business-a484,4,7890.0
Business-629c,7,7890.0
Business-1bb4,13,7885.0
Business-f00c,7,7880.0
Business-8e6f,3,7870.0
Business-6d5d,6,7870.0
Business-9a8f,15,7850.0
Business-4fe6,12,7840.0
Business-c698,4,7830.0
Business-6f13,2,7830.0
Business-c4d0,3,7830.0
Business-97e9,30,7815.0
Business-dbf7,20,7810.0
Business-2efe,3,7800.0
Business-9a59,3,7790.0
Business-aadf,4,7790.0
Business-303e,18,7780.0
Business-0c76,4,7765.0
Business-587a,4,7760.0
Business-7955,2,7760.0
Business-d1ed,2,7760.0
Business-d1c1,2,7745.0
Business-54ea,2,7740.0
Business-151b,4,7725.0
Business-27c5,5,7695.0
Business-779c,3,7665.0
Business-7d30,18,7654.0
Business-8f0e,3,7640.0
Business-e3d2,6,7635.0
Business-c857,2,7620.0
Business-966a,6,7620.0
Business-804a,2,7615.0
Business-2aec,3,7610.0
Business-511b,6,7605.0
Business-2abd,5,7600.0
Business-8711,6,7590.0
Business-0cd0,5,7585.0
Business-3eee,7,7580.0
Business-2fc8,2,7580.0
Business-60af,9,7580.0
Business-dad2,6,7557.0
Business-2eec,5,7550.0
Business-19a8,6,7547.0
Business-5d3d,8,7535.0
Business-5620,1,7530.0
Business-e162,3,7515.0
Business-7783,5,7510.0
Business-a995,6,7507.0
Business-4624,4,7500.0
Business-7f09,2,7500.0
Business-b62e,10,7480.0
Business-9732,19,7480.0
Business-ea83,2,7466.0
Business-cb6c,5,7460.0
Business-80fa,3,7445.0
Business-39aa,3,7440.0
Business-0ccc,10,7435.0
Business-f9b1,27,7435.0
Business-52d9,5,7433.0
Business-848c,2,7420.0
Business-40e9,27,7420.0
Business-8011,6,7420.0
Business-7fab,4,7420.0
Business-41b0,3,7410.0
Business-a3a0,21,7405.0
Business-9867,4,7400.0
Business-a549,2,7400.0
Business-6a66,3,7400.0
Business-408b,3,7395.0
Business-9917,1,7370.0
Business-3a3e,4,7365.0
Business-bb34,8,7350.0
Business-a16a,18,7350.0
Business-9187,2,7340.0
Business-3989,2,7335.0
Business-7f24,2,7335.0
Business-0463,9,7330.0
Business-9caf,4,7330.0
Business-0890,5,7315.0
Business-a18f,4,7305.0
Business-fdfc,3,7300.0
Business-0b5e,6,7290.0
Business-a99f,5,7255.0
Business-2df0,9,7245.0
Business-d4cf,24,7230.0
Business-776c,6,7200.0
Business-bc8b,5,7195.0
Business-1257,3,7190.0
Business-7d9b,3,7185.0
Business-9b4a,3,7170.0
Business-5fc5,6,7170.0
Business-fe97,12,7153.0
Business-2598,6,7148.0
Business-c039,3,7125.0
Business-ef0a,2,7125.0
Business-e0ea,3,7115.0
Business-e5fa,4,7110.0
Business-6668,10,7105.0
Business-0a01,3,7105.0
Business-e9fb,2,7100.0
Business-f31e,21,7100.0
Business-a5cd,4,7035.0
Business-6249,4,7025.0
Business-199d,3,7010.0
Business-573a,6,7000.0
Business-93a0,1,7000.0
Business-8a88,8,6994.0
Business-fb65,9,6990.0
Business-8a95,3,6990.0
Business-4ef7,4,6980.0
Business-5eec,15,6972.0
Business-4e8c,4,6965.0
Business-7c97,13,6955.0
Business-7d66,4,6950.0
Business-fd64,10,6950.0
Business-2d90,16,6945.0
Business-85e2,8,6945.0
Business-46c7,9,6940.0
Business-5116,5,6940.0
Business-b0f5,2,6940.0
Business-7db8,7,6940.0
Business-fd11,10,6920.0
Business-17ac,6,6915.0
Business-ec99,3,6910.0
Business-7f82,6,6890.0
Business-74a1,5,6880.0
Business-6d3e,20,6880.0
Business-e0cb,4,6850.0
Business-0f13,7,6850.0
Business-7636,7,6840.0
Business-1364,4,6830.0
Business-0ec2,5,6820.0
Business-91b6,7,6810.0
Business-55f8,1,6800.0
Business-f416,4,6790.0
Business-7239,3,6785.0
Business-c1e2,6,6780.0
Business-48cb,5,6775.0
Business-2e63,2,6760.0
Business-8e69,5,6755.0
Business-eca7,1,6750.0
Business-fe1a,3,6745.0
Business-4c0b,3,6740.0
Business-ffa9,3,6740.0
Business-6d73,4,6725.0
Business-ab1f,1,6715.0
Business-26d5,4,6710.0
Business-86c7,50,6695.0
Business-051b,40,6695.0
Business-8542,45,6695.0
Business-ae08,2,6680.0
Business-12f7,5,6675.0
Business-0ca5,20,6675.0
Business-ba10,16,6670.0
Business-7984,11,6660.0
Business-2bab,5,6655.0
Business-4aa3,4,6650.0
Business-5ed6,7,6642.0
Business-6ac6,5,6640.0
Business-5f89,123,6631.0
Business-525d,5,6625.0
Business-7d41,3,6615.0
Business-c532,1,6615.0
Business-0739,4,6610.0
Business-61db,13,6600.0
Business-a928,6,6600.0
Business-ea14,7,6586.0
Business-be87,3,6580.0
Business-c50f,3,6575.0
Business-ecd9,3,6575.0
Business-4018,5,6565.0
Business-baeb,2,6555.0
Business-bb47,2,6550.0
Business-b646,6,6545.0
Business-d7a8,3,6545.0
Business-5342,1,6535.0
Business-de03,1,6535.0
Business-a364,5,6530.0
Business-b146,2,6500.0
Business-a568,6,6495.0
Business-a39b,4,6480.0
Business-f4ae,25,6475.0
Business-8749,5,6465.0
Business-1d15,1,6450.0
Business-f343,6,6432.0
Business-74e8,6,6425.0
Business-11e2,2,6425.0
Business-848f,4,6400.0
Business-d7b3,3,6400.0
Business-c29f,15,6395.0
Business-4e1b,4,6395.0
Business-609b,15,6390.0
Business-0600,2,6385.0
Business-eb50,300,6380.0
Business-7cc9,22,6380.0
Business-ed67,2,6380.0
Business-31ec,7,6375.0
Business-7479,6,6375.0
Business-1992,6,6365.0
Business-5c98,1,6346.0
Business-bab8,112,6340.0
Business-5f7c,8,6340.0
Business-5830,3,6340.0
Business-71f0,6,6339.0
Business-8ca5,3,6335.0
Business-7fa2,3,6330.0
Business-1ff4,2,6330.0
Business-2549,3,6320.0
Business-2c64,8,6315.0
Business-8594,8,6310.0
Business-7384,3,6305.0
Business-3c5a,4,6290.0
Business-12ca,1,6290.0
Business-60d7,3,6285.0
Business-e7ab,6,6285.0
Business-2300,7,6270.0
Business-f879,7,6270.0
Business-0508,2,6265.0
Business-523d,7,6255.0
Business-de47,2,6250.0
Business-3ed4,1,6250.0
Business-cdb0,2,6240.0
Business-b32d,1,6240.0
Business-3179,4,6240.0
Business-dc43,5,6235.0
Business-3103,4,6230.0
Business-b0e4,19,6225.0
Business-1895,11,6225.0
Business-2371,6,6210.0
Business-e283,1,6200.0
Business-f840,1,6200.0
Business-6e9d,1,6200.0
Business-c1be,1,6195.0
Business-e9e9,1,6195.0
Business-19ad,10,6195.0
Business-e150,1,6195.0
Business-b9ac,3,6190.0
Business-46e0,1,6187.0
Business-f33d,5,6180.0
Business-445e,1,6180.0
Business-0df2,17,6180.0
Business-62f6,3,6175.0
Business-345c,2,6170.0
Business-2254,1,6160.0
Business-a476,16,6160.0
Business-7f7e,1,6160.0
Business-3da8,3,6155.0
Business-3207,13,6150.0
Business-4b3b,2,6140.0
Business-879a,10,6125.0
Business-ef57,4,6120.0
Business-e8b2,5,6110.0
Business-cf2a,10,6100.0
Business-08e2,1,6096.0
Business-cbde,1,6096.0
Business-d567,5,6095.0
Business-e816,2,6075.0
Business-0d8e,7,6065.0
Business-4d4c,6,6063.0
Business-80c7,3,6060.0
Business-2135,4,6060.0
Business-55aa,4,6060.0
Business-08af,5,6050.0
Business-0851,9,6045.0
Business-633a,5,6035.0
Business-cbf2,3,6035.0
Business-256d,1,6035.0
Business-35ef,6,6030.0
Business-b609,4,6020.0
Business-4af3,1,5990.0
Business-3019,2,5985.0
Business-1e41,3,5980.0
Business-1afd,7,5975.0
Business-4403,12,5975.0
Business-7da3,2,5970.0
Business-f909,1,5965.0
Business-c629,1,5965.0
Business-e567,2,5960.0
Business-eb70,16,5960.0
Business-4518,4,5960.0
Business-068f,3,5960.0
Business-e432,4,5955.0
Business-be9c,1,5953.0
Business-e8f0,1,5946.0
Business-685b,3,5945.0
Business-198d,3,5940.0
Business-1187,6,5930.0
Business-b2aa,2,5925.0
Business-b285,8,5920.0
Business-0ec1,7,5920.0
Business-98de,5,5915.0
Business-3147,1,5910.0
Business-ec78,1,5910.0
Business-1fb5,1,5900.0
Business-8689,4,5900.0
Business-ae5f,8,5895.0
Business-079b,17,5895.0
Business-9ccb,7,5885.0
Business-26c7,12,5885.0
Business-444c,6,5885.0
Business-f626,3,5880.0
Business-8ff6,3,5880.0
Business-7100,4,5860.0
Business-9246,2,5860.0
Business-959b,2,5840.0
Business-5597,23,5840.0
Business-b2a8,4,5835.0
Business-0748,6,5825.0
Business-c328,1,5820.0
Business-7aa4,1,5820.0
Business-26d6,1,5820.0
Business-4721,4,5810.0
Business-1d9e,3,5801.0
Business-37fe,2,5800.0
Business-4ca8,4,5800.0
Business-abb8,3,5795.0
Business-2c42,2,5790.0
Business-5459,1,5785.0
Business-3c3a,4,5775.0
Business-214b,2,5775.0
Business-335d,3,5770.0
Business-38d1,2,5770.0
Business-0994,15,5765.0
Business-9086,2,5760.0
Business-c3c3,1,5760.0
Business-1ebc,12,5760.0
Business-9354,4,5750.0
Business-b058,5,5725.0
Business-60d9,1,5725.0
Business-e0b9,4,5725.0
Business-ae7e,2,5715.0
Business-7a40,2,5715.0
Business-8109,2,5710.0
Business-686e,4,5708.0
Business-55b8,11,5705.0
Business-5109,23,5700.0
Business-5bf2,3,5700.0
Business-962a,1,5680.0
Business-c1a0,13,5680.0
Business-77b1,2,5680.0
Business-b098,2,5675.0
Business-c1e9,4,5675.0
Business-928a,4,5665.0
Business-1d3e,3,5665.0
Business-f8cb,3,5660.0
Business-1b30,25,5657.0
Business-a5f2,3,5645.0
Business-ca83,5,5635.0
Business-bf3d,7,5610.0
Business-9e0c,3,5610.0
Business-c80f,2,5600.0
Business-37c5,1,5600.0
Business-a3ee,2,5595.0
Business-17e2,3,5590.0
Business-1120,4,5580.0
Business-f2e7,3,5570.0
Business-4ae8,28,5570.0
Business-0d6c,9,5558.0
Business-d84d,7,5510.0
Business-df7d,5,5510.0
Business-8ca4,1,5500.0
Business-e49b,1,5500.0
Business-7b9e,4,5500.0
Business-32c9,2,5480.0
Business-dd17,11,5480.0
Business-7d4f,1,5480.0
Business-a825,3,5470.0
Business-b619,7,5470.0
Business-de08,10,5465.0
Business-8de9,1,5465.0
Business-9011,4,5450.0
Business-8cd7,2,5440.0
Business-6b29,1,5400.0
Business-732d,5,5400.0
Business-4920,5,5400.0
Business-2827,1,5400.0
Business-e970,3,5390.0
Business-234f,4,5390.0
Business-ee04,3,5385.0
Business-04ae,2,5385.0
Business-8d87,1,5370.0
Business-5791,6,5370.0
Business-0143,6,5370.0
Business-b95c,1,5360.0
Business-8cf7,1,5350.0
Business-cc70,1,5350.0
Business-31ed,2,5345.0
Business-7490,4,5325.0
Business-c5cf,1,5320.0
Business-8672,1,5320.0
Business-d4c7,19,5315.0
Business-b785,4,5300.0
Business-c9ce,1,5300.0
Business-e1b5,3,5300.0
Business-fbf2,10,5290.0
Business-7f63,3,5285.0
Business-f805,5,5280.0
Business-7176,3,5275.0
Business-2526,119,5267.0
Business-db9b,6,5238.0
Business-b51a,3,5220.0
Business-431d,4,5210.0
Business-4b8b,2,5210.0
Business-502a,2,5210.0
Business-e54f,2,5190.0
Business-33a9,5,5180.0
Business-2317,2,5170.0
Business-c450,4,5154.0
Business-50fe,7,5148.0
Business-6d10,2,5135.0
Business-c05c,2,5130.0
Business-4fc2,2,5130.0
Business-dc65,4,5125.0
Business-453b,3,5110.0
Business-f931,5,5095.0
Business-1ab0,4,5090.0
Business-476e,5,5090.0
Business-51aa,5,5085.0
Business-ee81,2,5085.0
Business-d7ba,4,5080.0
Business-9beb,50,5075.0
Business-1df8,2,5070.0
Business-d773,2,5070.0
Business-24ea,17,5068.0
Business-fb9d,5,5065.0
Business-b7c2,4,5055.0
Business-4982,4,5050.0
Business-2eea,3,5050.0
Business-6214,2,5045.0
Business-1e76,3,5040.0
Business-fcb7,3,5040.0
Business-1862,4,5039.0
Business-a585,4,5035.0
Business-57c5,5,5025.0
Business-ba7e,4,5010.0
Business-d7ac,119,5000.0
Business-afd4,5,4990.0
Business-e378,3,4970.0
Business-85f1,11,4970.0
Business-ec5c,3,4960.0
Business-bc19,2,4960.0
Business-fcc1,4,4955.0
Business-7df0,3,4945.0
Business-8ac5,2,4940.0
Business-64af,3,4935.0
Business-260d,2,4935.0
Business-08e3,8,4930.0
Business-c924,10,4930.0
Business-90d8,3,4920.0
Business-b551,3,4915.0
Business-404b,2,4900.0
Business-c2aa,5,4880.0
Business-5ecd,3,4873.0
Business-0616,2,4870.0
Business-a332,2,4860.0
Business-2094,3,4860.0
Business-a2ba,3,4850.0
Business-4262,5,4850.0
Business-289e,4,4850.0
Business-c586,5,4845.0
Business-5915,3,4845.0
Business-73bf,3,4840.0
Business-70d4,12,4835.0
Business-d024,2,4825.0
Business-abb1,9,4815.0
Business-2b07,11,4815.0
Business-eafd,3,4805.0
Business-5b40,4,4795.0
Business-aebd,3,4785.0
Business-b699,10,4780.0
Business-39bb,3,4770.0
Business-05e0,6,4770.0
Business-d740,8,4765.0
Business-3535,2,4755.0
Business-7ef7,6,4731.0
Business-6229,4,4720.0
Business-830d,3,4715.0
Business-a6e2,3,4685.0
Business-bd11,3,4665.0
Business-ca4d,4,4655.0
Business-345f,3,4650.0
Business-26a7,3,4650.0
Business-77a7,16,4645.0
Business-e259,1,4640.0
Business-5788,4,4625.0
Business-1167,4,4620.0
Business-fb87,7,4620.0
Business-97e8,3,4605.0
Business-0cab,2,4605.0
Business-46d5,6,4600.0
Business-5646,6,4600.0
Business-2dd3,7,4600.0
Business-5827,2,4596.0
Business-07ed,3,4585.0
Business-e1ad,4,4585.0
Business-432e,3,4580.0
Business-ce58,1,4580.0
Business-20c5,3,4580.0
Business-e06b,3,4575.0
Business-5020,3,4570.0
Business-165b,2,4550.0
Business-c91b,3,4550.0
Business-fa0a,12,4540.0
Business-d0ad,5,4530.0
Business-851c,1,4530.0
Business-4477,9,4515.0
Business-30d6,4,4510.0
Business-d97d,12,4510.0
Business-a68e,1,4505.0
Business-0b10,15,4485.0
Business-409b,6,4480.0
Business-c58b,3,4475.0
Business-7350,5,4470.0
Business-97c7,5,4465.0
Business-0997,2,4460.0
Business-7811,1,4450.0
Business-e4b2,3,4440.0
Business-83f6,4,4440.0
Business-c207,1,4440.0
Business-4e67,1,4440.0
Business-b362,4,4440.0
Business-1629,3,4440.0
Business-befb,4,4435.0
Business-da87,4,4435.0
Business-9aa1,3,4430.0
Business-1557,3,4430.0
Business-a987,1,4430.0
Business-7ac6,3,4420.0
Business-c92c,2,4420.0
Business-f126,1,4395.0
Business-c357,9,4395.0
Business-0172,2,4390.0
Business-fa66,10,4390.0
Business-a353,10,4385.0
Business-8cb7,6,4380.0
Business-74e2,10,4380.0
Business-70d7,1,4370.0
Business-771c,3,4370.0
Business-4d57,2,4370.0
Business-fb44,10,4370.0
Business-4cf4,2,4360.0
Business-5fe1,10,4355.0
Business-6265,1,4350.0
Business-326d,1,4350.0
Business-8b66,1,4350.0
Business-27e1,2,4340.0
Business-42b8,1,4340.0
Business-0cce,4,4325.0
Business-dc4f,5,4320.0
Business-0a4a,5,4320.0
Business-b837,1,4320.0
Business-f1de,4,4315.0
Business-c9a7,4,4315.0
Business-6fa9,1,4310.0
Business-3b9f,2,4310.0
Business-197e,2,4300.0
Business-a172,1,4290.0
Business-2dc3,1,4285.0
Business-f455,1,4285.0
Business-b1b3,1,4285.0
Business-b0ac,1,4280.0
Business-361a,10,4280.0
Business-e2b4,3,4280.0
Business-28b2,2,4280.0
Business-4da5,1,4270.0
Business-9a8e,4,4270.0
Business-d6f5,7,4270.0
Business-63cc,2,4270.0
Business-a9d9,3,4260.0
Business-9045,1,4260.0
Business-0976,5,4260.0
Business-4d0b,8,4260.0
Business-9fd8,2,4260.0
Business-87fa,3,4255.0
Business-9614,2,4250.0
Business-126e,4,4235.0
Business-c9e1,16,4225.0
Business-b92b,1,4220.0
